val_loss,val_accuracy,hamming_dist,epoch,step,train_loss
0.0020246158819645643,0.9190690517425537,0.08093085885047913,0,189,
,,,0,189,0.0020289479289203882
0.0020084301941096783,0.9192050099372864,0.0807950496673584,1,379,
,,,1,379,0.002013522433117032
0.002018044237047434,0.9117355942726135,0.08826439827680588,2,569,
,,,2,569,0.002013487508520484
0.002018028637394309,0.902733564376831,0.09726640582084656,3,759,
,,,3,759,0.0020136404782533646
0.002013877499848604,0.9166245460510254,0.08337537199258804,4,949,
,,,4,949,0.00201295199804008
0.002023197477683425,0.8972819447517395,0.10271807014942169,5,1139,
,,,5,1139,0.0020112688653171062
0.0020238994620740414,0.9230656623840332,0.07693427801132202,6,1329,
,,,6,1329,0.0020127627067267895
0.0020171036012470722,0.9273339509963989,0.07266607135534286,7,1519,
,,,7,1519,0.002011282602325082
0.002011130331084132,0.902694821357727,0.09730523824691772,8,1709,
,,,8,1709,0.0020100309047847986
0.002016284503042698,0.9234538674354553,0.07654626667499542,9,1899,
,,,9,1899,0.002009626477956772
0.002008626936003566,0.9167022109031677,0.08329775929450989,10,2089,
,,,10,2089,0.0020103631541132927
0.002010919386520982,0.917419970035553,0.08257992565631866,11,2279,
,,,11,2279,0.002008772222325206
0.0020249001681804657,0.9137243628501892,0.08627582341432571,12,2469,
,,,12,2469,0.0020097619853913784
0.002011749427765608,0.9024038910865784,0.09759622067213058,13,2659,
,,,13,2659,0.002009094227105379
0.002043493092060089,0.9129771590232849,0.08702272921800613,14,2849,
,,,14,2849,0.002008360344916582
0.002027712296694517,0.9060318470001221,0.09396824985742569,15,3039,
,,,15,3039,0.0020096118096262217
0.0020073652267456055,0.9248698949813843,0.07512998580932617,16,3229,
,,,16,3229,0.002008122391998768
0.002030468313023448,0.870052695274353,0.129947230219841,17,3419,
,,,17,3419,0.0020089363679289818
0.0020089088939130306,0.9276638627052307,0.07233626395463943,18,3609,
,,,18,3609,0.002007571514695883
0.0020131904166191816,0.8983586430549622,0.10164132714271545,19,3799,
,,,19,3799,0.002007909817621112
0.0020092367194592953,0.916867196559906,0.08313286304473877,20,3989,
,,,20,3989,0.0020079289097338915
0.0020069212187081575,0.9191662073135376,0.08083385974168777,21,4179,
,,,21,4179,0.0020074506755918264
0.002006622264161706,0.9199907183647156,0.08000931143760681,22,4369,
,,,22,4369,0.0020084732677787542
0.002011854201555252,0.907719612121582,0.09228039532899857,23,4559,
,,,23,4559,0.0020090192556381226
0.0020063265692442656,0.9238999485969543,0.07610002160072327,24,4749,
,,,24,4749,0.00200679711997509
0.0020178966224193573,0.9052944779396057,0.0947054773569107,25,4939,
,,,25,4939,0.002006341004744172
0.002005690475925803,0.9274892807006836,0.07251088321208954,26,5129,
,,,26,5129,0.0020072637125849724
0.0020124991424381733,0.9214165806770325,0.07858334481716156,27,5319,
,,,27,5319,0.002006827387958765
0.0020090811885893345,0.9209509491920471,0.07904896140098572,28,5509,
,,,28,5509,0.0020074571948498487
0.002005942864343524,0.9245789647102356,0.07542099058628082,29,5699,
,,,29,5699,0.002006747294217348
0.002005510963499546,0.9277315735816956,0.07226835191249847,30,5889,
,,,30,5889,0.00200681877322495
0.0020092115737497807,0.914170503616333,0.08582959324121475,31,6079,
,,,31,6079,0.0020071743056178093
0.002012650016695261,0.9253939986228943,0.07460616528987885,32,6269,
,,,32,6269,0.002007808070629835
0.0020135839004069567,0.8917719721794128,0.1082279235124588,33,6459,
,,,33,6459,0.002006020862609148
0.0020041405223309994,0.9251416921615601,0.07485836744308472,34,6649,
,,,34,6649,0.0020058550871908665
0.0020081133116036654,0.9133651852607727,0.08663470298051834,35,6839,
,,,35,6839,0.0020063286647200584
0.00202362984418869,0.8829639554023743,0.11703594774007797,36,7029,
,,,36,7029,0.0020077847875654697
0.0020235911943018436,0.9188363552093506,0.08116365224123001,37,7219,
,,,37,7219,0.0020064953714609146
0.0020044988486915827,0.9247341752052307,0.0752657949924469,38,7409,
,,,38,7409,0.0020080595277249813
0.0020363773219287395,0.919631838798523,0.08036822825670242,39,7599,
,,,39,7599,0.0020057023502886295
0.0020045798737555742,0.919146716594696,0.08085324615240097,40,7789,
,,,40,7789,0.0020060548558831215
0.0020128136966377497,0.9091939926147461,0.09080591797828674,41,7979,
,,,41,7979,0.002005130285397172
0.0020195709075778723,0.9167992472648621,0.08320077508687973,42,8169,
,,,42,8169,0.0020051298197358847
0.0020086418371647596,0.9216689467430115,0.07833113521337509,43,8359,
,,,43,8359,0.0020047356374561787
0.002004232257604599,0.9238027334213257,0.07619703561067581,44,8549,
,,,44,8549,0.0020042338874191046
0.0020116926170885563,0.9276639223098755,0.07233626395463943,45,8739,
,,,45,8739,0.0020057393703609705
0.0020056257490068674,0.9251415133476257,0.07485838234424591,46,8929,
,,,46,8929,0.0020046078134328127
0.0020133184734731913,0.9284591674804688,0.07154082506895065,47,9119,
,,,47,9119,0.002004356821998954
0.0020108502358198166,0.8995810747146606,0.1004190742969513,48,9309,
,,,48,9309,0.0020047009456902742
0.0020113142672926188,0.9036840796470642,0.09631577134132385,49,9499,
,,,49,9499,0.002004546346142888
