val_loss,val_accuracy,hamming_dist,epoch,step,train_loss
0.0005740305641666055,0.7394958734512329,0.26050421595573425,0,8,
,,,0,8,0.0011415451299399137
0.0006619799532927573,0.7983193397521973,0.20168069005012512,1,17,
,,,1,17,0.0003987192758359015
0.0005410561570897698,0.8319328427314758,0.16806723177433014,2,26,
,,,2,26,0.00032506606657989323
0.0004288308846298605,0.7394958734512329,0.26050421595573425,3,35,
,,,3,35,0.000294275872875005
0.0005062140407972038,0.7731092572212219,0.22689077258110046,4,44,
,,,4,44,0.0003276212082710117
0.0006175240268930793,0.7731092572212219,0.22689075767993927,5,53,
,,,5,53,0.00030094076646491885
0.0005049753235653043,0.7394958734512329,0.26050421595573425,6,62,
,,,6,62,0.0003349196631461382
0.0004537290951702744,0.7478991746902466,0.2521008551120758,7,71,
,,,7,71,0.00029114517383277416
0.00045891027548350394,0.756302535533905,0.24369749426841736,8,80,
,,,8,80,0.00030974767287261784
0.0004336265556048602,0.7478991746902466,0.2521008551120758,9,89,
,,,9,89,0.00032398535404354334
0.0004206831508781761,0.7394958734512329,0.26050421595573425,10,98,
,,,10,98,0.000296018086373806
0.0004400733741931617,0.7394958734512329,0.26050421595573425,11,107,
,,,11,107,0.0003453291137702763
0.0004073353484272957,0.7394958734512329,0.26050421595573425,12,116,
,,,12,116,0.0003250715381000191
0.0004125919076614082,0.7394958734512329,0.26050421595573425,13,125,
,,,13,125,0.00033349115983583033
0.00042661302722990513,0.7394958734512329,0.26050421595573425,14,134,
,,,14,134,0.0003238654462620616
0.0004406653461046517,0.756302535533905,0.24369749426841736,15,143,
,,,15,143,0.00034085765946656466
0.0004542577371466905,0.7394958734512329,0.26050421595573425,16,152,
,,,16,152,0.00029510288732126355
0.0004196174268145114,0.7731093168258667,0.22689077258110046,17,161,
,,,17,161,0.00031230959575623274
0.0005331006250344217,0.7394958734512329,0.26050421595573425,18,170,
,,,18,170,0.00030345164122991264
0.0005468977615237236,0.7394958734512329,0.26050421595573425,19,179,
,,,19,179,0.000329381029587239
0.0004120968806091696,0.7899159789085388,0.21008405089378357,20,188,
,,,20,188,0.00036340003134682775
0.00041507178684696555,0.7394958734512329,0.26050421595573425,21,197,
,,,21,197,0.0003062358300667256
0.0004027681134175509,0.7731093168258667,0.22689077258110046,22,206,
,,,22,206,0.0003106189542450011
0.0003970701654907316,0.7731093168258667,0.22689077258110046,23,215,
,,,23,215,0.0003587998216971755
0.00040474956040270627,0.7394958734512329,0.26050421595573425,24,224,
,,,24,224,0.0003043501637876034
0.0003808822366409004,0.756302535533905,0.24369749426841736,25,233,
,,,25,233,0.000302136002574116
0.0003799521364271641,0.7899159789085388,0.21008405089378357,26,242,
,,,26,242,0.00030580247403122485
0.000382888043532148,0.7731093168258667,0.22689077258110046,27,251,
,,,27,251,0.00029657178674824536
0.0003975776780862361,0.7899159789085388,0.21008405089378357,28,260,
,,,28,260,0.00028834081604145467
0.00045199162559583783,0.7899159789085388,0.21008405089378357,29,269,
,,,29,269,0.0002802141825668514
0.0005190480151213706,0.7731092572212219,0.22689075767993927,30,278,
,,,30,278,0.0002995471004396677
0.0005291708512231708,0.7394958734512329,0.26050421595573425,31,287,
,,,31,287,0.0003594330046325922
0.0004086774424649775,0.7899159789085388,0.21008405089378357,32,296,
,,,32,296,0.00030534883262589574
0.0004120590165257454,0.7394958734512329,0.26050421595573425,33,305,
,,,33,305,0.00031214641057886183
0.0003899357689078897,0.7394958734512329,0.26050421595573425,34,314,
,,,34,314,0.0002581585431471467
0.00042109962669201195,0.7731092572212219,0.22689075767993927,35,323,
,,,35,323,0.0002692868874873966
0.00042378430953249335,0.7731092572212219,0.22689075767993927,36,332,
,,,36,332,0.0002557468833401799
0.0004084701358806342,0.756302535533905,0.24369749426841736,37,341,
,,,37,341,0.0002524313167668879
0.0004330863303039223,0.7731092572212219,0.22689077258110046,38,350,
,,,38,350,0.00026818577316589653
0.0004150120366830379,0.7899159789085388,0.21008405089378357,39,359,
,,,39,359,0.0003284588165115565
0.0004083798557985574,0.756302535533905,0.24369749426841736,40,368,
,,,40,368,0.00036745198303833604
0.00041558517841622233,0.756302535533905,0.24369749426841736,41,377,
,,,41,377,0.0002855529892258346
0.00040977707249112427,0.7731092572212219,0.22689075767993927,42,386,
,,,42,386,0.000324988883221522
0.0004065561224706471,0.8067227005958557,0.19327731430530548,43,395,
,,,43,395,0.00030873401556164026
0.0004104046674910933,0.8067227005958557,0.19327731430530548,44,404,
,,,44,404,0.00028482661582529545
0.00039563531754538417,0.8067227005958557,0.19327731430530548,45,413,
,,,45,413,0.0002587491471786052
0.0003811806964222342,0.8067227005958557,0.19327731430530548,46,422,
,,,46,422,0.00026795038138516247
0.0003651981824077666,0.8067227005958557,0.19327731430530548,47,431,
,,,47,431,0.00027121035964228213
0.0003634841996245086,0.8067227005958557,0.19327731430530548,48,440,
,,,48,440,0.00024534459225833416
0.00035658926935866475,0.8067227005958557,0.19327731430530548,49,449,
,,,49,449,0.00025061873020604253
